答案1：  51
答案9236：  1682/21
答案9237：  29
答案9238：  4142/99
答案9239：  -922/27
答案9240：  5407/64
答案9241：  1917
答案9242：  4184/79
答案9243：  7
答案9244：  6384
答案9245：  50
答案9246：  -91/30
答案9247：  91/62
答案9248：  1330/4757
答案9249：  29/49
答案9250：  -5595/74
答案9251：  -221/376
答案9252：  123
答案9253：  2
答案9254：  93/4
答案9255：  12
答案9256：  4477/79
答案9257：  105
答案9258：  1/6
答案9259：  -72
答案9260：  4299/3626
答案9261：  1107/50
答案9262：  6417/97
答案9263：  119/256
答案9264：  5/3
答案9265：  5/101
答案9266：  19/47
答案9267：  96
答案9268：  482/11
答案9269：  -50
答案9270：  250/23
答案9271：  3/53
答案9272：  -3158/69
答案9273：  11/59
答案9274：  -7376/87
答案9275：  1/7
答案9276：  22
答案9277：  1596/101
答案9278：  -3136/95
答案9279：  8918/101
答案9280：  9011/93
答案9281：  16/21
答案9282：  17/2
答案9283：  70
答案9284：  34/19
答案9285：  1147/33
答案9286：  34/693
答案9287：  1679/4845
答案9288：  586/85
答案9289：  156/19
答案9290：  2689/33
答案9291：  21/73
答案9292：  -10
答案9293：  4331/44
答案9294：  1
答案9295：  1
答案9296：  4297/93
答案9297：  2560
答案9298：  1175/49
答案9299：  7246/4851
答案9300：  5524/87
答案9301：  94
答案9302：  5/9
答案9303：  5
答案9304：  -57/14
答案9305：  763/33
答案9306：  27
答案9307：  693/43
答案9308：  1274/99
答案9309：  1218/3995
答案9310：  399/46
答案9311：  -7059/97
答案9312：  10/47
答案9313：  1431/85
答案9314：  9/52
答案9315：  34/45
答案9316：  2/9
答案9317：  591/760
答案9318：  69/8
答案9319：  71/48
答案9320：  588/17
答案9321：  3307/38
答案9322：  8900
答案9323：  73
答案9324：  61/14
答案9325：  689/9000
答案9326：  2/37
答案9327：  1
答案9328：  120
答案9329：  3321/94
答案9330：  13/32
答案9331：  1933/81
答案9332：  2/29
答案9333：  368/11
答案9334：  125
答案9335：  9/2
答案9336：  1
答案9337：  175/18
答案9338：  22
答案9339：  11
答案9340：  2135/38
答案9341：  1031/12
答案9342：  6016
答案9343：  158/329
答案9344：  10/3
答案9345：  4400
答案9346：  97
答案9347：  1/11
答案9348：  227/3182
答案9349：  1575/2024
答案9350：  1499/24
答案9351：  38/4233
答案9352：  2599/77
答案9353：  9
答案9354：  5056/83
答案9355：  7/94
答案9356：  6958/95
答案9357：  85/282
答案9358：  600/19
答案9359：  29/387
答案9360：  4711/94
答案9361：  5227/95
答案9362：  13/37
答案9363：  12
答案9364：  1/99
答案9365：  6149/75
答案9366：  88/61
答案9367：  21
答案9368：  1
答案9369：  7419/4370
答案9370：  758/3895
答案9371：  24
答案9372：  171/25
答案9373：  71
答案9374：  1523/25
答案9375：  395/8
答案9376：  9723/101
答案9377：  2/53
答案9378：  97/3
答案9379：  73
答案9380：  2447/31
答案9381：  -874/93
答案9382：  2239/97
答案9383：  9/7
答案9384：  349/1980
答案9385：  443/88
答案9386：  111
答案9387：  246
答案9388：  58
答案9389：  204
答案9390：  1
答案9391：  258/5
答案9392：  23/8
答案9393：  8600
答案9394：  -76
答案9395：  3
答案9396：  135/4
答案9397：  44/3
答案9398：  143
答案9399：  1293/1850
答案9400：  334/79
答案9401：  6/19
答案9402：  1569/35
答案9403：  -409/3870
答案9404：  41/89
答案9405：  601/17
答案9406：  120
答案9407：  5
答案9408：  -2543/8736
答案9409：  6876/101
答案9410：  1/89
答案9411：  4230
答案9412：  3209/41
答案9413：  3307/39
答案9414：  -4595/86
答案9415：  1/20
答案9416：  653/1940
答案9417：  283/153
答案9418：  70
答案9419：  124
答案9420：  436/43
答案9421：  17/7
答案9422：  60
答案9423：  1115/6231
答案9424：  22
答案9425：  2881/73
答案9426：  246/11
答案9427：  37/3
答案9428：  -146/175
答案9429：  5717/81
答案9430：  1978/2263
答案9431：  38
答案9432：  92
答案9433：  95/101
答案9434：  448/33
答案9435：  673/13
答案9436：  7/34
答案9437：  3374/75
答案9438：  4331/98
答案9439：  1102/1845
答案9440：  17
答案9441：  1907/4214
答案9442：  51
答案9443：  741/1927
答案9444：  42
答案9445：  4355/3942
答案9446：  -81
答案9447：  1794/31
答案9448：  1/26
答案9449：  55/3
答案9450：  7743/7469
答案9451：  2759/56
答案9452：  533/93
答案9453：  1429/32
答案9454：  3/37
答案9455：  25/2
答案9456：  -36
答案9457：  593/342
答案9458：  4719/80
答案9459：  7/174
答案9460：  2597/5550
答案9461：  5117/100
答案9462：  3700/4747
答案9463：  4554/89
答案9464：  10
答案9465：  -14/3
答案9466：  21
答案9467：  779/37
答案9468：  3171/2134
答案9469：  7/4
答案9470：  1873/45
答案9471：  70
答案9472：  3267/7979
答案9473：  1089/20
答案9474：  742/11
答案9475：  963/16
答案9476：  100
答案9477：  -33/430
答案9478：  -645/16
答案9479：  89
答案9480：  -4377/56
答案9481：  1470/101
答案9482：  1001/20
答案9483：  34
答案9484：  190
答案9485：  153
答案9486：  1400
答案9487：  1024
答案9488：  -463/1470
答案9489：  774/475
答案9490：  188
答案9491：  4886/95
答案9492：  -5301/64
答案9493：  256
答案9494：  38
答案9495：  3680/73
答案9496：  24/25
答案9497：  31
答案9498：  1202/861
答案9499：  2389/2212
答案9500：  806/43
答案9501：  344
答案9502：  13
答案9503：  885/517
答案9504：  8/25
答案9505：  2
答案9506：  440
答案9507：  -5457/88
答案9508：  20
答案9509：  7051/75
答案9510：  21
答案9511：  2355/37
答案9512：  6
答案9513：  43/2
答案9514：  2733/2024
答案9515：  1/97
答案9516：  1
答案9517：  8449/96
答案9518：  1
答案9519：  6298/99
答案9520：  7353/7084
答案9521：  1241/3115
答案9522：  1
答案9523：  1
答案9524：  8489/100
答案9525：  8/3901
答案9526：  7707/83
答案9527：  3459/68
答案9528：  2
答案9529：  15
答案9530：  6
答案9531：  45
答案9532：  564
答案9533：  3154/33
答案9534：  2797/2241
答案9535：  93/64
答案9536：  1/101
答案9537：  3943/66
答案9538：  14
答案9539：  22/9
答案9540：  -53
答案9541：  -1228/13
答案9542：  2464/31
答案9543：  1321/42
答案9544：  3/19
答案9545：  3007/3300
答案9546：  14/29
答案9547：  2/85
答案9548：  4977
答案9549：  23/5
答案9550：  3984
答案9551：  4/49
答案9552：  44
答案9553：  99/46
答案9554：  12
答案9555：  3567/44
答案9556：  21/59
答案9557：  1863/55
答案9558：  322/11
答案9559：  7449/86
答案9560：  1301/65
答案9561：  283/46
答案9562：  5499/100
答案9563：  21/23
答案9564：  7/10
答案9565：  1777/50
答案9566：  77
答案9567：  7/2
答案9568：  25/92
答案9569：  1395
答案9570：  152
答案9571：  22
答案9572：  241/1900
答案9573：  -5026/81
答案9574：  2001/2020
答案9575：  744/19
答案9576：  1
答案9577：  6/11
答案9578：  43/12
答案9579：  780
答案9580：  155/12
答案9581：  5073/91
答案9582：  49
答案9583：  37/25
答案9584：  4
答案9585：  39/74
答案9586：  23/26
答案9587：  -68
答案9588：  7817/81
答案9589：  -1740/37
答案9590：  179/112
答案9591：  6
答案9592：  93/2
答案9593：  2101/1134
答案9594：  -791/1424
答案9595：  857/9
答案9596：  28/3
答案9597：  5
答案9598：  1083/6970
答案9599：  7310
答案9600：  13/3
答案9601：  11/7
答案9602：  371/11
答案9603：  7
答案9604：  5994/95
答案9605：  413/15
答案9606：  875
答案9607：  7171/85
答案9608：  1200/2891
答案9609：  -21
答案9610：  79/20
答案9611：  -4
答案9612：  61/22
答案9613：  17/20
答案9614：  2871/5035
答案9615：  -2182/5893
答案9616：  17727/9700
答案9617：  32
答案9618：  3734/51
答案9619：  1/59
答案9620：  3131/2300
答案9621：  -4943/67
答案9622：  24/23
答案9623：  4/41
答案9624：  116
答案9625：  3583/71
答案9626：  14/3
答案9627：  59/3
答案9628：  4993/53
答案9629：  1
答案9630：  23/4
答案9631：  6006/101
答案9632：  1
答案9633：  1240/77
答案9634：  128/1541
答案9635：  9857/7171
答案9636：  -21
答案9637：  488/33
答案9638：  -28/8787
答案9639：  513/40
答案9640：  3364
答案9641：  978/707
答案9642：  375/26
答案9643：  -60
答案9644：  1516/31
答案9645：  -1954/3333
答案9646：  1014/11
答案9647：  5/12
答案9648：  2609/30
答案9649：  142
答案9650：  13/42
答案9651：  4033/101
答案9652：  2001/9400
答案9653：  50/3
答案9654：  1720/101
答案9655：  -4595/5917
答案9656：  462/85
答案9657：  101
答案9658：  5529/8686
答案9659：  233/780
答案9660：  -143/4
答案9661：  513/1100
答案9662：  3374/59
答案9663：  1
答案9664：  8/25
答案9665：  14/15
答案9666：  4686/101
答案9667：  2035/94
答案9668：  80
答案9669：  1/19
答案9670：  1026/49
答案9671：  4733/77
答案9672：  542/513
答案9673：  5924/95
答案9674：  1/69
答案9675：  -3237/49
答案9676：  -7426/75
答案9677：  3079/4620
答案9678：  437/1116
答案9679：  640/31
答案9680：  -18
答案9681：  6245/99
答案9682：  1
答案9683：  3328/49
答案9684：  3783/40
答案9685：  -410/2277
答案9686：  -1279/91
答案9687：  156/1675
答案9688：  40/187
答案9689：  1804
答案9690：  -7
答案9691：  -384/19
答案9692：  29/15
答案9693：  -3033/101
答案9694：  660/3737
答案9695：  -3500/89
答案9696：  -5407/98
答案9697：  1747/4324
答案9698：  1664/6225
答案9699：  1/3
答案9700：  1400
答案9701：  -2740/101
答案9702：  1553/48
答案9703：  1/10201
答案9704：  43/8
答案9705：  -565/1927
答案9706：  5707/68
答案9707：  68
答案9708：  81/2
答案9709：  18/91
答案9710：  -877/24
答案9711：  2803/33
答案9712：  -36
答案9713：  7/23
答案9714：  296/6177
答案9715：  1584
答案9716：  109
答案9717：  3
答案9718：  5/2
答案9719：  32
答案9720：  976/43
答案9721：  465/23
答案9722：  80/41
答案9723：  4211/98
答案9724：  33/2
答案9725：  108
答案9726：  401/9
答案9727：  3965/54
答案9728：  1
答案9729：  91
答案9730：  13828/8415
答案9731：  2941/3737
答案9732：  19/80
答案9733：  2767/2457
答案9734：  95
答案9735：  193/297
答案9736：  10/49
答案9737：  1331/23
答案9738：  -4346/101
答案9739：  49/33
答案9740：  253/3901
答案9741：  30
答案9742：  25/4
答案9743：  2479/2100
答案9744：  8/5
答案9745：  2065/99
答案9746：  295/7029
答案9747：  128
答案9748：  230/3
答案9749：  2664
答案9750：  3649/4232
答案9751：  352/5
答案9752：  4997/50
答案9753：  3696
答案9754：  30
答案9755：  11/2
答案9756：  146
答案9757：  385/41
答案9758：  399/100
答案9759：  297/650
答案9760：  1/23
答案9761：  27/2
答案9762：  591/97
答案9763：  414
答案9764：  134
答案9765：  76
答案9766：  2838
答案9767：  2957/87
答案9768：  90/7
答案9769：  50
答案9770：  34/43
答案9771：  1206/73
答案9772：  2747/43
答案9773：  154
答案9774：  -3
答案9775：  23
答案9776：  -96
答案9777：  67
答案9778：  4128/101
答案9779：  348/83
答案9780：  1/98
答案9781：  -2836/85
答案9782：  63
答案9783：  1
答案9784：  22/73
答案9785：  -1495/32
答案9786：  5275/5742
答案9787：  492
答案9788：  194
答案9789：  -1879/2765
答案9790：  -2060/29
答案9791：  3/5
答案9792：  -2318/37
答案9793：  100
答案9794：  24
答案9795：  9
答案9796：  1525/1972
答案9797：  36/11
答案9798：  238/3
答案9799：  78
答案9800：  16/7
答案9801：  1303/1392
答案9802：  4277/50
答案9803：  15/176
答案9804：  99/50
答案9805：  1/8
答案9806：  12557/9312
答案9807：  2819/9702
答案9808：  10/21
答案9809：  934/49
答案9810：  8508/97
答案9811：  -3496/35
答案9812：  34
答案9813：  2764/4655
答案9814：  2
答案9815：  122
答案9816：  10/13
答案9817：  -9/1001
答案9818：  20
答案9819：  5
答案9820：  -960/29
答案9821：  53/5
答案9822：  384/505
答案9823：  1882/99
答案9824：  648
答案9825：  -26
答案9826：  938/11
答案9827：  73
答案9828：  1419/9215
答案9829：  1
答案9830：  7029/73
答案9831：  2
答案9832：  2
答案9833：  391/11
答案9834：  69
答案9835：  49/6
答案9836：  120/799
答案9837：  24/11
答案9838：  1001/3450
答案9839：  1703/100
答案9840：  7/19
答案9841：  1167/943
答案9842：  4891/93
答案9843：  1/2
答案9844：  70
答案9845：  2/585
答案9846：  -18
答案9847：  3
答案9848：  1827
答案9849：  5904/7387
答案9850：  6825/86
答案9851：  6439/82
答案9852：  539/10
答案9853：  4466/73
答案9854：  1844/21
答案9855：  326/399
答案9856：  26
答案9857：  52
答案9858：  -4759/9898
答案9859：  17/6
