题目1：  29 + 85
题目8842：  78/101 × 100/101
题目8843：  11/17 + 70/71
题目8844：  94 ÷ 2/69
题目8845：  79/87 × 53
题目8846：  38 - 34
题目8847：  31/37 + 41/45
题目8848：  75 ÷ 5/9
题目8849：  14/17 × 7
题目8850：  12 - 40
题目8851：  31/85 - 89
题目8852：  24 × 36
题目8853：  84 ÷ 3/28
题目8854：  29/59 - 76
题目8855：  61 - 40/81
题目8856：  43/72 + 90
题目8857：  27/79 + 31/32
题目8858：  11/39 × 23/28
题目8859：  61 - 29/66
题目8860：  21/61 + 88/93
题目8861：  4/77 + 72
题目8862：  100/101 - 58/99
题目8863：  60 + 85
题目8864：  49/96 + 83
题目8865：  60 - 2/25
题目8866：  30/43 × 3/4
题目8867：  7 ÷ 1/8
题目8868：  29/75 - 42/101
题目8869：  49 - 79/80
题目8870：  53/93 × 47/59
题目8871：  13/51 - 5
题目8872：  47/50 + 54
题目8873：  82/95 + 79
题目8874：  63 + 99
题目8875：  95/101 + 75
题目8876：  12/13 ÷ 4/65
题目8877：  47/81 - 5
题目8878：  65/68 × 49
题目8879：  34/75 - 47
题目8880：  11 - 70
题目8881：  100/101 + 31
题目8882：  26/45 × 62
题目8883：  17/31 + 42/61
题目8884：  36 × 70
题目8885：  75 - 92
题目8886：  1/5 + 61
题目8887：  53 + 83
题目8888：  18 ÷ 3/7
题目8889：  37 - 97/101
题目8890：  84 - 92
题目8891：  27 - 35
题目8892：  46/49 + 52
题目8893：  9/11 + 87/89
题目8894：  3 ÷ 3/38
题目8895：  30 × 36
题目8896：  13/81 + 40/83
题目8897：  34/49 × 33
题目8898：  7/38 - 100
题目8899：  100/101 × 77
题目8900：  100 ÷ 2/85
题目8901：  48/95 - 3
题目8902：  40 ÷ 20
题目8903：  42 × 99
题目8904：  55/94 - 81
题目8905：  61/74 × 64
题目8906：  1/35 × 72/97
题目8907：  31/45 - 17/66
题目8908：  81 ÷ 27/80
题目8909：  72 - 91
题目8910：  79/93 × 75
题目8911：  83/96 × 97/101
题目8912：  79/84 × 7
题目8913：  26/37 - 24/49
题目8914：  21 ÷ 3/101
题目8915：  23/25 - 65/99
题目8916：  35 ÷ 1/5
题目8917：  80 ÷ 4/41
题目8918：  60 - 69
题目8919：  41 ÷ 1/11
题目8920：  19/67 × 83/98
题目8921：  7 - 17
题目8922：  46/47 - 50
题目8923：  9/13 × 67
题目8924：  24 × 54
题目8925：  5/26 - 5
题目8926：  11 ÷ 11/18
题目8927：  75/92 - 27
题目8928：  25/34 × 44
题目8929：  13/14 - 37/48
题目8930：  45 - 28
题目8931：  73/77 + 46
题目8932：  11 + 81
题目8933：  14/15 × 73
题目8934：  19 × 84
题目8935：  42/73 + 49/80
题目8936：  13/33 × 74
题目8937：  36 - 65
题目8938：  1/2 × 44/85
题目8939：  26/47 - 39
题目8940：  75 ÷ 5
题目8941：  8/35 + 29/83
题目8942：  33 × 68
题目8943：  17 + 78
题目8944：  43/45 + 34
题目8945：  95 ÷ 5/78
题目8946：  33/38 + 10
题目8947：  17/101 - 31/39
题目8948：  99/101 + 69
题目8949：  1/52 × 73
题目8950：  8 - 21/59
题目8951：  53/72 - 19/20
题目8952：  53/76 - 17
题目8953：  58 - 92
题目8954：  9/22 + 77
题目8955：  20 × 49
题目8956：  69/100 + 87
题目8957：  5 - 73
题目8958：  72 ÷ 1/12
题目8959：  63 - 89
题目8960：  61 - 36
题目8961：  64/101 + 71
题目8962：  38/69 × 74
题目8963：  92/95 + 39/40
题目8964：  27/49 + 33
题目8965：  90 ÷ 9/13
题目8966：  86/95 + 6
题目8967：  99 ÷ 3/5
题目8968：  81/86 × 99
题目8969：  2 + 29
题目8970：  99 ÷ 1/14
题目8971：  9 - 30
题目8972：  80 ÷ 16/35
题目8973：  69/86 - 5/18
题目8974：  57/62 + 44
题目8975：  15/19 - 56/101
题目8976：  13/14 + 84
题目8977：  42/47 × 76
题目8978：  29/56 × 61/83
题目8979：  61/86 + 54
题目8980：  29/85 + 78
题目8981：  1/15 - 10
题目8982：  58 - 84
题目8983：  24 ÷ 1/18
题目8984：  34 - 59
题目8985：  29/50 × 17
题目8986：  35 + 90
题目8987：  88/95 - 92/97
题目8988：  22 + 51
题目8989：  78 ÷ 1/75
题目8990：  25/42 + 23/24
题目8991：  13/92 - 56
题目8992：  65 + 89
题目8993：  41/89 + 73/79
题目8994：  12 + 37
题目8995：  81 × 90
题目8996：  68/73 + 89/94
题目8997：  20/27 + 36
题目8998：  67 - 38/39
题目8999：  28 ÷ 7/8
题目9000：  85 ÷ 85/86
题目9001：  16/19 × 42
题目9002：  58 ÷ 2/5
题目9003：  31 - 29/34
题目9004：  1/4 - 83/99
题目9005：  56/83 + 90
题目9006：  13/74 × 97/98
题目9007：  11 - 63
题目9008：  49/50 × 8
题目9009：  35/47 + 25/33
题目9010：  69/82 - 75
题目9011：  4/9 × 5
题目9012：  35 - 17/57
题目9013：  51 - 48/85
题目9014：  28 ÷ 2/9
题目9015：  73/75 + 68
题目9016：  48 + 74
题目9017：  63 ÷ 9/11
题目9018：  42/43 - 83/84
题目9019：  3 - 68
题目9020：  48 - 29/73
题目9021：  39/49 + 56
题目9022：  12 ÷ 2/3
题目9023：  88/95 × 48
题目9024：  41/77 × 89
题目9025：  1/77 + 1
题目9026：  26 - 5
题目9027：  18/35 × 54
题目9028：  21/29 × 91
题目9029：  44 × 70
题目9030：  35 × 97
题目9031：  81/95 × 48
题目9032：  41/45 + 43
题目9033：  23/27 + 56
题目9034：  48 + 99
题目9035：  100 ÷ 4/23
题目9036：  7/8 - 70
题目9037：  2/23 + 38/61
题目9038：  1/7 - 99/101
题目9039：  53 - 2
题目9040：  8 + 98
题目9041：  1/47 × 12/31
题目9042：  32 + 64
题目9043：  60 ÷ 10/17
题目9044：  23/25 + 59
题目9045：  44/97 × 74
题目9046：  5 × 32
题目9047：  33 - 89
题目9048：  29/44 + 93
题目9049：  85/99 × 96
题目9050：  19/41 + 66/73
题目9051：  33/97 - 37
题目9052：  32 ÷ 1/6
题目9053：  2/9 - 77/79
题目9054：  18/101 × 37
题目9055：  19 + 95
题目9056：  42 × 94
题目9057：  6 ÷ 2/19
题目9058：  91/99 + 8
题目9059：  16/17 + 23/24
题目9060：  65/98 × 97
题目9061：  22/23 + 52
题目9062：  13/31 + 61/89
题目9063：  93 - 36
题目9064：  14/15 - 33/41
题目9065：  42/59 × 73
题目9066：  20 ÷ 2
题目9067：  27/82 × 26
题目9068：  21/46 × 21
题目9069：  71 ÷ 1/9
题目9070：  21 × 71
题目9071：  63 ÷ 7/10
题目9072：  22 + 40
题目9073：  9/14 + 53
题目9074：  19/22 × 32
题目9075：  61 - 4
题目9076：  12/17 - 19/62
题目9077：  11 - 1/98
题目9078：  79/90 × 5
题目9079：  5 ÷ 5/86
题目9080：  41/50 + 83
题目9081：  10/27 + 16
题目9082：  2/13 - 63/82
题目9083：  81 - 4/5
题目9084：  65/87 × 91
题目9085：  54 ÷ 6/73
题目9086：  25/79 - 70
题目9087：  85/93 - 81
题目9088：  87/100 - 94
题目9089：  55 ÷ 5/8
题目9090：  24 - 53/66
题目9091：  33 - 32
题目9092：  19/21 - 3/41
题目9093：  60 - 22
题目9094：  75/83 + 84
题目9095：  87 ÷ 3/8
题目9096：  47/66 + 59/68
题目9097：  37 + 55
题目9098：  23/76 × 31
题目9099：  23 ÷ 23/25
题目9100：  8 ÷ 4/9
题目9101：  45/94 + 13/24
题目9102：  95 ÷ 1/9
题目9103：  35/52 × 64
题目9104：  76/85 × 91
题目9105：  79/80 × 41
题目9106：  52 - 69
题目9107：  69 - 6
题目9108：  34 - 17/49
题目9109：  20 + 87
题目9110：  75 ÷ 15/49
题目9111：  20/41 × 53
题目9112：  15 ÷ 5/7
题目9113：  46/95 × 91/99
题目9114：  19/33 + 98
题目9115：  10 + 77
题目9116：  89/92 + 67
题目9117：  44 - 89
题目9118：  53/81 + 55
题目9119：  53/76 + 76/97
题目9120：  46 ÷ 2
题目9121：  5/97 + 16
题目9122：  63/79 - 62
题目9123：  1/19 + 52
题目9124：  49/93 × 15
题目9125：  2 - 38/79
题目9126：  36 ÷ 9/26
题目9127：  17/81 + 11/18
题目9128：  43 × 76
题目9129：  11 - 66
题目9130：  1/2 × 96/97
题目9131：  100/101 - 87/101
题目9132：  86 - 13/15
题目9133：  15 - 36
题目9134：  86/99 × 14
题目9135：  92 - 7/12
题目9136：  87/98 - 33/76
题目9137：  16/83 - 71/88
题目9138：  95/99 + 23
题目9139：  43/51 × 20
题目9140：  8/13 × 64
题目9141：  62/77 + 8
题目9142：  91 × 97
题目9143：  38 - 85/97
题目9144：  4/9 × 63/73
题目9145：  100/101 - 7/12
题目9146：  33/37 - 20/29
题目9147：  91/99 - 30/77
题目9148：  68 ÷ 4/35
题目9149：  43/79 - 35/67
题目9150：  60 ÷ 10
题目9151：  1/2 × 49
题目9152：  64 ÷ 16
题目9153：  90 ÷ 1/2
题目9154：  14/19 + 27
题目9155：  32 - 20
题目9156：  74 - 94
题目9157：  55 × 75
题目9158：  41/43 × 39
题目9159：  22/65 × 60
题目9160：  6/23 - 80
题目9161：  54 ÷ 9/25
题目9162：  87 - 15/101
题目9163：  13/15 + 5
题目9164：  19/30 + 12/13
题目9165：  74 - 60
题目9166：  7/18 × 41
题目9167：  9/14 ÷ 9/14
题目9168：  25 - 80
题目9169：  20/97 × 74/95
题目9170：  42 ÷ 7/11
题目9171：  1 + 19
题目9172：  26/49 × 99
题目9173：  31/81 × 95
题目9174：  9/79 + 10/41
题目9175：  23/24 ÷ 23/24
题目9176：  12 × 61
题目9177：  55 - 84
题目9178：  85/94 - 80
题目9179：  38/83 + 55/71
题目9180：  36/79 × 41/46
题目9181：  65/67 + 28
题目9182：  58/77 - 17/23
题目9183：  17 ÷ 17
题目9184：  53/97 × 1
题目9185：  11/14 + 13/15
题目9186：  16/87 + 7/10
题目9187：  8/69 + 61
题目9188：  50 ÷ 10/11
题目9189：  79 + 80
题目9190：  3 × 80
题目9191：  38/39 - 95
题目9192：  8/9 - 8
题目9193：  8/11 × 36
题目9194：  8/85 + 76
题目9195：  49 + 81
题目9196：  53/93 - 40
题目9197：  43/73 + 16
题目9198：  39/68 - 13/80
题目9199：  37 - 73
题目9200：  78/83 - 6
题目9201：  85 ÷ 1/78
题目9202：  43/90 + 46/61
题目9203：  23 ÷ 1/33
题目9204：  74 ÷ 1/15
题目9205：  69/94 × 82/97
题目9206：  4/11 + 90
题目9207：  10/11 × 30
题目9208：  37/101 + 95
题目9209：  47/82 × 55
题目9210：  85 ÷ 5
题目9211：  17 + 20
题目9212：  94 ÷ 2/3
题目9213：  10 × 53
题目9214：  52 ÷ 2/3
题目9215：  95/99 × 8
题目9216：  19 + 65
题目9217：  25/33 × 64/79
题目9218：  59/63 - 12/13
题目9219：  4 + 88
题目9220：  7/13 × 97
题目9221：  95/99 × 70
题目9222：  98 ÷ 7/51
题目9223：  33/67 × 27/40
题目9224：  65 ÷ 5/61
题目9225：  2/3 - 72/91
题目9226：  19/20 + 64
题目9227：  24/43 + 44/49
题目9228：  2/3 - 2/11
题目9229：  20 - 29
题目9230：  49 × 91
题目9231：  10 - 39/49
题目9232：  44 ÷ 22
题目9233：  55 ÷ 1/4
题目9234：  23/49 - 10/11
题目9235：  7/32 × 3/5
题目9236：  1/5 × 95/99
题目9237：  80 ÷ 16/19
题目9238：  9/85 + 98/99
题目9239：  2/9 × 1
题目9240：  56 - 43/91
题目9241：  46 - 19
题目9242：  41/85 × 11/12
题目9243：  18 + 86
题目9244：  97 - 44
题目9245：  52 ÷ 4/51
题目9246：  49/61 × 90
题目9247：  54 ÷ 2/7
题目9248：  3/4 × 57
题目9249：  93 ÷ 31/61
题目9250：  58/71 + 97/99
题目9251：  4/9 + 33/38
题目9252：  30/49 × 85/86
题目9253：  78 ÷ 78/101
题目9254：  14 × 21
题目9255：  1/13 + 30
题目9256：  100/101 + 33
题目9257：  86/99 + 3
题目9258：  53/67 + 92
题目9259：  15 × 71
题目9260：  12/19 + 56
题目9261：  1/11 × 45/89
题目9262：  9/91 + 27
题目9263：  85 ÷ 17/38
题目9264：  48 ÷ 4/25
题目9265：  71/94 × 20
题目9266：  52 ÷ 4/9
题目9267：  48 × 49
题目9268：  16 + 40
题目9269：  99 ÷ 3/7
题目9270：  61/83 × 48
题目9271：  43/44 - 22
题目9272：  45 - 43
题目9273：  58 ÷ 1/23
题目9274：  17 ÷ 1/57
题目9275：  61/70 × 49/50
题目9276：  49 × 53
题目9277：  6/19 + 89/94
题目9278：  100 ÷ 20/33
题目9279：  4 + 66
题目9280：  69/86 - 17
题目9281：  33 × 55
题目9282：  17/21 × 61
题目9283：  15/38 - 93
题目9284：  3/10 × 83/101
题目9285：  13 - 15/28
题目9286：  75 ÷ 5/7
题目9287：  45/76 + 84
题目9288：  23/61 × 14/15
题目9289：  61/81 × 69
题目9290：  3 - 9/47
题目9291：  1 + 3
题目9292：  2/5 - 57/79
题目9293：  60 - 3/4
题目9294：  11/13 + 37
题目9295：  64 - 45
题目9296：  56 + 80
题目9297：  65/81 - 46/49
题目9298：  80 ÷ 8/17
题目9299：  79/91 + 35
题目9300：  4/11 + 43
题目9301：  20 - 37
题目9302：  5 + 98
题目9303：  12/13 + 90
题目9304：  1 × 60
题目9305：  14 × 77
题目9306：  43 ÷ 43/68
题目9307：  14 - 24
题目9308：  59 + 65
题目9309：  1/3 + 50
题目9310：  1/2 × 99/100
题目9311：  26 ÷ 1/41
题目9312：  3/98 - 32
题目9313：  25 - 83/88
题目9314：  98 - 68/81
题目9315：  41 - 71/96
题目9316：  57 - 35
题目9317：  1/2 × 80/83
题目9318：  13 × 51
题目9319：  25 - 63/97
题目9320：  82/101 × 93/98
题目9321：  43/99 - 86
题目9322：  79/85 × 38/39
题目9323：  33/82 - 29/45
题目9324：  14/65 × 29/53
题目9325：  7/8 + 90
题目9326：  31/65 + 61/79
题目9327：  82 - 8/39
题目9328：  7/32 + 5
题目9329：  40 - 3/8
题目9330：  98 - 45
题目9331：  57/101 × 24
题目9332：  37/47 - 100/101
题目9333：  44 - 71
题目9334：  29/91 × 71
题目9335：  91/95 + 14
题目9336：  26/45 + 3
题目9337：  86 - 8/11
题目9338：  14 + 62
题目9339：  44 ÷ 11/80
题目9340：  10 - 89/92
题目9341：  89 - 18
题目9342：  63 × 73
题目9343：  31/82 - 44/45
题目9344：  30 × 82
题目9345：  47/48 + 99/100
题目9346：  52/85 × 24
题目9347：  62 - 16/29
题目9348：  59/81 × 93
题目9349：  78/101 + 68/71
题目9350：  73 - 40/43
题目9351：  79/84 - 74
题目9352：  12 - 7/58
题目9353：  61 + 100
题目9354：  19 ÷ 1/29
题目9355：  19/47 × 91
题目9356：  88 ÷ 11/38
题目9357：  21/31 + 84
题目9358：  6/23 × 38/43
题目9359：  93 - 67
题目9360：  11/12 + 15
题目9361：  29 + 97
题目9362：  50/51 + 42
题目9363：  65 × 92
题目9364：  21/25 + 4
题目9365：  15/16 × 67
题目9366：  31/32 + 73
题目9367：  16 - 70
题目9368：  7/24 × 56
题目9369：  21/101 + 96/101
题目9370：  60 - 42
题目9371：  27 × 43
题目9372：  45 - 1/19
题目9373：  31/54 + 33
题目9374：  72/79 - 100/101
题目9375：  13/16 + 53
题目9376：  69/88 - 19
题目9377：  42 ÷ 1/8
题目9378：  84 ÷ 21
题目9379：  63 - 95/98
题目9380：  43/63 + 38
题目9381：  52 × 76
题目9382：  8 - 65
题目9383：  86 ÷ 86
题目9384：  23/24 × 22
题目9385：  4/7 + 86/95
题目9386：  25/59 + 25
题目9387：  14 × 33
题目9388：  35 ÷ 1/11
题目9389：  92 ÷ 1/5
题目9390：  38/45 × 54
题目9391：  23/33 × 43
题目9392：  56/73 × 22
题目9393：  60/83 + 83/91
题目9394：  23/100 - 49
题目9395：  40 ÷ 2/95
题目9396：  100/101 × 80
题目9397：  9/19 × 39
题目9398：  25/42 × 80
题目9399：  14/15 + 93
题目9400：  59/83 + 49/50
题目9401：  6/43 × 13
题目9402：  11/12 × 89/92
题目9403：  78 ÷ 2/11
题目9404：  87/100 - 67
题目9405：  2/3 × 73
题目9406：  43/51 × 34
题目9407：  14 + 65
题目9408：  20 - 76/83
题目9409：  20/27 × 42/47
题目9410：  6 - 6/7
题目9411：  7 + 17
题目9412：  4/9 + 73/74
题目9413：  5 + 96
题目9414：  47 × 81
题目9415：  1/14 + 86
题目9416：  7/12 × 51
题目9417：  54 - 14/93
题目9418：  87/89 - 83/94
题目9419：  8/39 × 38/43
题目9420：  59/101 × 49/50
题目9421：  15/16 - 2/5
题目9422：  77/97 × 37
题目9423：  25 - 91/94
题目9424：  88 - 19
题目9425：  56 - 11
题目9426：  57/74 × 54
题目9427：  41/46 + 18
题目9428：  31/47 - 27
题目9429：  13/20 × 75/77
题目9430：  47 + 64
题目9431：  25 × 84
题目9432：  1/46 × 95
题目9433：  60 ÷ 4/13
题目9434：  11/35 × 52
题目9435：  95/96 × 89
题目9436：  23/51 + 93
题目9437：  60 × 79
题目9438：  99/101 × 57
题目9439：  57/98 + 13
题目9440：  86/95 + 95
题目9441：  33 ÷ 11/28
题目9442：  28/31 + 55
题目9443：  43/89 + 43/58
题目9444：  29/33 + 43
题目9445：  39 ÷ 13/14
题目9446：  75/83 × 49/50
题目9447：  85/98 × 23/24
题目9448：  79 + 90
题目9449：  43 - 34
题目9450：  45 × 78
题目9451：  97 ÷ 97/98
题目9452：  71/81 - 9/10
题目9453：  53 ÷ 1/42
题目9454：  65/72 × 39
题目9455：  23/81 × 35/94
题目9456：  42/43 × 60
题目9457：  11 - 63/65
题目9458：  49 ÷ 1/8
题目9459：  6/11 - 80
题目9460：  100 ÷ 1/12
题目9461：  8 - 4
题目9462：  28/93 + 59/78
题目9463：  16/45 - 13/51
题目9464：  5/41 × 79/85
题目9465：  3 + 50
题目9466：  12 × 42
题目9467：  29/40 + 30
题目9468：  85/89 - 85/92
题目9469：  32/45 × 42
题目9470：  24/79 × 10
题目9471：  37/57 × 47
题目9472：  4/5 + 94
题目9473：  76 - 7
题目9474：  89/98 × 70
题目9475：  75 + 80
题目9476：  2 - 77
题目9477：  4 × 35
题目9478：  9 × 56
题目9479：  27 - 47
题目9480：  39/49 - 87
题目9481：  8/9 × 83
题目9482：  45 ÷ 15/16
题目9483：  35/44 × 56/61
题目9484：  10 ÷ 1/12
题目9485：  94/101 + 34
题目9486：  38 - 75
题目9487：  59/80 + 22
题目9488：  1 + 14
题目9489：  21 ÷ 3/44
题目9490：  11/24 - 27
题目9491：  19/24 + 58
题目9492：  4 - 87/100
题目9493：  21/25 - 92
题目9494：  79 - 21
题目9495：  82 ÷ 2/7
题目9496：  85 - 7/62
题目9497：  5/7 + 56
题目9498：  24 ÷ 1
题目9499：  31/42 - 1/2
题目9500：  35/43 × 78
题目9501：  11/36 × 49/69
题目9502：  85 ÷ 1/96
题目9503：  2/21 + 51
题目9504：  17/83 - 35/99
题目9505：  80 - 20
题目9506：  6 - 23
题目9507：  2 + 77
题目9508：  66 - 27
题目9509：  53/101 + 50/87
题目9510：  70 - 28/65
题目9511：  12/79 × 19/26
题目9512：  1/36 - 4
题目9513：  15 ÷ 1/12
题目9514：  50 ÷ 1/64
题目9515：  77/82 × 30
题目9516：  42 - 5
题目9517：  78 ÷ 2/5
题目9518：  46/83 - 12/23
题目9519：  55 ÷ 11/93
题目9520：  2 + 21
题目9521：  98/99 - 100/101
题目9522：  44/47 + 92
题目9523：  5/7 + 16
题目9524：  57/91 × 27/29
题目9525：  50/89 × 71
题目9526：  1/7 - 79
题目9527：  70/101 - 28/85
题目9528：  59 - 54
题目9529：  53/85 + 98/99
题目9530：  6/13 × 74/77
题目9531：  17/23 - 42
题目9532：  82/85 + 2
题目9533：  63 ÷ 1/62
题目9534：  10/19 × 62
题目9535：  63/73 × 52
题目9536：  29/81 + 90
题目9537：  60 ÷ 4
题目9538：  82 + 99
题目9539：  2/3 × 66
题目9540：  9 × 69
题目9541：  64/91 - 37
题目9542：  84/101 + 70
题目9543：  88/91 × 59
题目9544：  23/67 + 83/91
题目9545：  52 ÷ 1/44
题目9546：  45 ÷ 1/7
题目9547：  40 × 95
